state,month,year,number
Mato Grosso,Dezembro,2016,22
Minas Gerais,Janeiro,1999,22
Minas Gerais,Janeiro,2000,22
Minas Gerais,Janeiro,2001,22
Minas Gerais,Janeiro,2002,22
Minas Gerais,Janeiro,2003,22
Minas Gerais,Janeiro,2004,22
Minas Gerais,Janeiro,2005,22
Minas Gerais,Janeiro,2006,22
Minas Gerais,Janeiro,2007,22
Minas Gerais,Janeiro,2008,22
Minas Gerais,Janeiro,2009,22
Minas Gerais,Janeiro,2010,22
Minas Gerais,Janeiro,2011,22
Minas Gerais,Janeiro,2012,22
Minas Gerais,Janeiro,2013,22
Minas Gerais,Janeiro,2014,22
Minas Gerais,Janeiro,2015,22
Minas Gerais,Janeiro,2016,22
Minas Gerais,Janeiro,2017,22
Minas Gerais,Fevereiro,1999,22
Minas Gerais,Fevereiro,2000,22
Minas Gerais,Fevereiro,2001,22
Minas Gerais,Fevereiro,2002,22
Minas Gerais,Fevereiro,2003,22
Minas Gerais,Fevereiro,2004,22
Minas Gerais,Fevereiro,2005,22
Minas Gerais,Fevereiro,2006,22
Minas Gerais,Fevereiro,2007,22
Minas Gerais,Fevereiro,2008,22
Minas Gerais,Fevereiro,2009,22
Minas Gerais,Fevereiro,2010,23
Minas Gerais,Fevereiro,2011,23
Minas Gerais,Fevereiro,2012,23
Minas Gerais,Fevereiro,2013,23
Minas Gerais,Fevereiro,2014,23
Minas Gerais,Fevereiro,2015,23
Minas Gerais,Fevereiro,2016,23
Minas Gerais,Fevereiro,2017,23
Minas Gerais,Março,1999,23
Minas Gerais,Março,2000,23
Minas Gerais,Março,2001,23
Minas Gerais,Março,2002,23
Minas Gerais,Março,2003,23
Minas Gerais,Março,2004,23
Minas Gerais,Março,2005,23
Minas Gerais,Março,2006,23
Minas Gerais,Março,2007,23
Minas Gerais,Março,2008,23
Minas Gerais,Março,2009,23
Minas Gerais,Março,2010,23
Minas Gerais,Março,2011,23
Minas Gerais,Março,2012,23
Minas Gerais,Março,2013,23
Minas Gerais,Março,2014,23
Minas Gerais,Março,2015,23
Minas Gerais,Março,2016,23
Minas Gerais,Março,2017,23
Minas Gerais,Abril,1999,23
Minas Gerais,Abril,2000,23
Minas Gerais,Abril,2001,23
Minas Gerais,Abril,2002,23
Minas Gerais,Abril,2003,23
Minas Gerais,Abril,2004,23
Minas Gerais,Abril,2005,23
Minas Gerais,Abril,2006,23
Minas Gerais,Abril,2007,23
Minas Gerais,Abril,2008,23
Minas Gerais,Abril,2009,23
Minas Gerais,Abril,2010,23.945
Minas Gerais,Abril,2011,24
Minas Gerais,Abril,2012,24
Minas Gerais,Abril,2013,24
Minas Gerais,Abril,2014,24
Minas Gerais,Abril,2015,24
Minas Gerais,Abril,2016,24
Minas Gerais,Abril,2017,24
Minas Gerais,Maio,1999,24
Minas Gerais,Maio,2000,24
Minas Gerais,Maio,2001,24
Minas Gerais,Maio,2002,24
Minas Gerais,Maio,2003,24
Minas Gerais,Maio,2004,24
Minas Gerais,Maio,2005,24
Minas Gerais,Maio,2006,24
Minas Gerais,Maio,2007,24
Minas Gerais,Maio,2008,24
Minas Gerais,Maio,2009,24
Minas Gerais,Maio,2010,24
Minas Gerais,Maio,2011,24
Minas Gerais,Maio,2012,24
Minas Gerais,Maio,2013,24
Minas Gerais,Maio,2014,24
Minas Gerais,Maio,2015,24
Minas Gerais,Maio,2016,24
Minas Gerais,Maio,2017,24
Minas Gerais,Junho,1998,24.994
Minas Gerais,Junho,1999,25
Minas Gerais,Junho,2000,25
Minas Gerais,Junho,2001,25
Minas Gerais,Junho,2002,25
Minas Gerais,Junho,2003,25
Minas Gerais,Junho,2004,25
Minas Gerais,Junho,2005,25
Minas Gerais,Junho,2006,25
Minas Gerais,Junho,2007,25
Minas Gerais,Junho,2008,25
Minas Gerais,Junho,2009,25
Minas Gerais,Junho,2010,25
Minas Gerais,Junho,2011,25
Minas Gerais,Junho,2012,25
Minas Gerais,Junho,2013,25
Minas Gerais,Junho,2014,25
Minas Gerais,Junho,2015,25
Minas Gerais,Junho,2016,25
Minas Gerais,Junho,2017,25
Minas Gerais,Julho,1998,25
Minas Gerais,Julho,1999,25
Minas Gerais,Julho,2000,25
Minas Gerais,Julho,2001,25
Minas Gerais,Julho,2002,25
Minas Gerais,Julho,2003,25
Minas Gerais,Julho,2004,25
Minas Gerais,Julho,2005,25
Minas Gerais,Julho,2006,25
Minas Gerais,Julho,2007,25
Minas Gerais,Julho,2008,25
Minas Gerais,Julho,2009,25
Minas Gerais,Julho,2010,25
Minas Gerais,Julho,2011,25
Minas Gerais,Julho,2012,25
Minas Gerais,Julho,2013,25
Minas Gerais,Julho,2014,25
Minas Gerais,Julho,2015,25
Minas Gerais,Julho,2016,25
Minas Gerais,Julho,2017,25
Minas Gerais,Agosto,1998,25
Minas Gerais,Agosto,1999,25
Minas Gerais,Agosto,2000,25
Minas Gerais,Agosto,2001,25.004
Minas Gerais,Agosto,2002,25.963
Minas Gerais,Agosto,2003,26
Minas Gerais,Agosto,2004,26
Minas Gerais,Agosto,2005,26
Minas Gerais,Agosto,2006,26
Minas Gerais,Agosto,2007,26
Minas Gerais,Agosto,2008,26
Minas Gerais,Agosto,2009,26
Minas Gerais,Agosto,2010,26
Minas Gerais,Agosto,2011,26
Minas Gerais,Agosto,2012,26
Minas Gerais,Agosto,2013,26
Minas Gerais,Agosto,2014,26
Minas Gerais,Agosto,2015,26
Minas Gerais,Agosto,2016,26
Minas Gerais,Agosto,2017,26
Minas Gerais,Setembro,1998,26
Minas Gerais,Setembro,1999,26
Minas Gerais,Setembro,2000,26
Minas Gerais,Setembro,2001,26
Minas Gerais,Setembro,2002,26
Minas Gerais,Setembro,2003,26
Minas Gerais,Setembro,2004,26
Minas Gerais,Setembro,2005,26
Minas Gerais,Setembro,2006,26
Minas Gerais,Setembro,2007,26
Minas Gerais,Setembro,2008,26
Minas Gerais,Setembro,2009,26
Minas Gerais,Setembro,2010,26
Minas Gerais,Setembro,2011,26
Minas Gerais,Setembro,2012,26
Minas Gerais,Setembro,2013,26
Minas Gerais,Setembro,2014,27
Minas Gerais,Setembro,2015,27
Minas Gerais,Setembro,2016,27
Minas Gerais,Setembro,2017,27
Minas Gerais,Outubro,1998,27
Minas Gerais,Outubro,1999,27
Minas Gerais,Outubro,2000,27
Minas Gerais,Outubro,2001,27
Minas Gerais,Outubro,2002,27
Minas Gerais,Outubro,2003,27
Minas Gerais,Outubro,2004,27
Minas Gerais,Outubro,2005,27
Minas Gerais,Outubro,2006,27
Minas Gerais,Outubro,2007,27
Minas Gerais,Outubro,2008,27
Minas Gerais,Outubro,2009,27
Minas Gerais,Outubro,2010,27
Minas Gerais,Outubro,2011,27
Minas Gerais,Outubro,2012,27
Minas Gerais,Outubro,2013,27
Minas Gerais,Outubro,2014,27
Minas Gerais,Outubro,2015,27
Minas Gerais,Outubro,2016,27
Minas Gerais,Outubro,2017,27
Minas Gerais,Novembro,1998,27
Minas Gerais,Novembro,1999,28
Minas Gerais,Novembro,2000,28
Minas Gerais,Novembro,2001,28
Minas Gerais,Novembro,2002,28
Minas Gerais,Novembro,2003,28
Minas Gerais,Novembro,2004,28
Minas Gerais,Novembro,2005,28
Minas Gerais,Novembro,2006,28
Minas Gerais,Novembro,2007,28
Minas Gerais,Novembro,2008,28
Minas Gerais,Novembro,2009,28
Minas Gerais,Novembro,2010,28
Minas Gerais,Novembro,2011,28
Minas Gerais,Novembro,2012,28
Minas Gerais,Novembro,2013,28
Minas Gerais,Novembro,2014,28
Minas Gerais,Novembro,2015,28
Minas Gerais,Novembro,2016,28
Minas Gerais,Novembro,2017,28
Minas Gerais,Dezembro,1998,28
Minas Gerais,Dezembro,1999,28
Minas Gerais,Dezembro,2000,28
Minas Gerais,Dezembro,2001,28
Minas Gerais,Dezembro,2002,28
Minas Gerais,Dezembro,2003,28
Minas Gerais,Dezembro,2004,29
Minas Gerais,Dezembro,2005,29
Minas Gerais,Dezembro,2006,29
Minas Gerais,Dezembro,2007,29
Minas Gerais,Dezembro,2008,29
Minas Gerais,Dezembro,2009,29
Minas Gerais,Dezembro,2010,29
Minas Gerais,Dezembro,2011,29
Minas Gerais,Dezembro,2012,29
Minas Gerais,Dezembro,2013,29
Minas Gerais,Dezembro,2014,29
Minas Gerais,Dezembro,2015,29
Minas Gerais,Dezembro,2016,29
Pará,Janeiro,1999,29
Pará,Janeiro,2000,29
Pará,Janeiro,2001,29
Pará,Janeiro,2002,29
Pará,Janeiro,2003,29
Pará,Janeiro,2004,29
Pará,Janeiro,2005,29
Pará,Janeiro,2006,29
Pará,Janeiro,2007,29
Pará,Janeiro,2008,29
Pará,Janeiro,2009,29
Pará,Janeiro,2010,29
Pará,Janeiro,2011,29
Pará,Janeiro,2012,29
Pará,Janeiro,2013,29
Pará,Janeiro,2014,29
Pará,Janeiro,2015,29
Pará,Janeiro,2016,29
Pará,Janeiro,2017,29
Pará,Fevereiro,1999,30
Pará,Fevereiro,2000,30
Pará,Fevereiro,2001,30
Pará,Fevereiro,2002,30
Pará,Fevereiro,2003,30
Pará,Fevereiro,2004,30
Pará,Fevereiro,2005,30
Pará,Fevereiro,2006,30
Pará,Fevereiro,2007,30
Pará,Fevereiro,2008,30
Pará,Fevereiro,2009,30
Pará,Fevereiro,2010,30
Pará,Fevereiro,2011,30
Pará,Fevereiro,2012,30
Pará,Fevereiro,2013,30
Pará,Fevereiro,2014,30
Pará,Fevereiro,2015,30
Pará,Fevereiro,2016,30
Pará,Fevereiro,2017,30
Pará,Março,1999,30
Pará,Março,2000,30
Pará,Março,2002,30
Pará,Março,2003,30
Pará,Março,2004,30
Pará,Março,2005,30
Pará,Março,2006,30
Pará,Março,2007,30
Pará,Março,2008,30
Pará,Março,2009,30
Pará,Março,2010,30
Pará,Março,2011,30
Pará,Março,2012,30
Pará,Março,2013,30
Pará,Março,2014,30
Pará,Março,2015,30
Pará,Março,2016,30
Pará,Março,2017,30
Pará,Abril,1999,30
Pará,Abril,2000,31
Pará,Abril,2002,31
Pará,Abril,2003,31
Pará,Abril,2004,31
Pará,Abril,2005,31
Pará,Abril,2006,31
Pará,Abril,2008,31
Pará,Abril,2009,31
Pará,Abril,2010,31
Pará,Abril,2011,31
Pará,Abril,2012,31
Pará,Abril,2013,31
Pará,Abril,2014,31
Pará,Abril,2015,31
Pará,Abril,2016,31
Pará,Abril,2017,31
Pará,Maio,1999,31
Pará,Maio,2000,31
Pará,Maio,2001,31
Pará,Maio,2002,31
Pará,Maio,2003,31
Pará,Maio,2004,31
Pará,Maio,2005,31
Pará,Maio,2007,31
Pará,Maio,2009,31
Pará,Maio,2010,31
Pará,Maio,2011,31
Pará,Maio,2012,32
Pará,Maio,2013,32
Pará,Maio,2014,32
Pará,Maio,2015,32
Pará,Maio,2016,32
Pará,Maio,2017,32
Pará,Junho,1998,32
Pará,Junho,1999,32
Pará,Junho,2000,32
Pará,Junho,2001,32
Pará,Junho,2002,32
Pará,Junho,2003,32
Pará,Junho,2004,32
Pará,Junho,2005,32
Pará,Junho,2006,32
Pará,Junho,2007,32
Pará,Junho,2008,32
Pará,Junho,2009,32
Pará,Junho,2010,32
Pará,Junho,2011,32
Pará,Junho,2012,32
Pará,Junho,2013,32
Pará,Junho,2014,32
Pará,Junho,2015,32
Pará,Junho,2016,32
Pará,Junho,2017,32
Pará,Julho,1998,32
Pará,Julho,1999,32
Pará,Julho,2000,32
Pará,Julho,2001,32
Pará,Julho,2002,32
Pará,Julho,2003,32
Pará,Julho,2004,32
Pará,Julho,2005,32
Pará,Julho,2006,32
Pará,Julho,2007,33
Pará,Julho,2008,33
Pará,Julho,2009,33
Pará,Julho,2010,33
Pará,Julho,2011,33
Pará,Julho,2012,33
Pará,Julho,2013,33
Pará,Julho,2014,33
Pará,Julho,2015,33
Pará,Julho,2016,33
Pará,Julho,2017,33
Pará,Agosto,1998,33
Pará,Agosto,1999,33
Pará,Agosto,2000,33
Pará,Agosto,2001,33
Pará,Agosto,2002,33
Pará,Agosto,2003,33
Pará,Agosto,2004,33
Pará,Agosto,2005,33
Pará,Agosto,2006,33
Pará,Agosto,2007,33
Pará,Agosto,2008,33
Pará,Agosto,2009,33
Pará,Agosto,2010,33
Pará,Agosto,2011,33
Pará,Agosto,2012,33
Pará,Agosto,2013,33
Pará,Agosto,2014,33
Pará,Agosto,2015,33
Pará,Agosto,2016,33
Pará,Agosto,2017,33
Pará,Setembro,1998,33
Pará,Setembro,1999,33
Pará,Setembro,2000,33
Pará,Setembro,2001,33
Pará,Setembro,2002,33
Pará,Setembro,2003,33
Pará,Setembro,2004,33
Pará,Setembro,2005,34
Pará,Setembro,2006,34
Pará,Setembro,2007,34
Pará,Setembro,2008,34
Pará,Setembro,2009,34
Pará,Setembro,2010,34
Pará,Setembro,2011,34
Pará,Setembro,2012,34
Pará,Setembro,2013,34
Pará,Setembro,2014,34
Pará,Setembro,2015,34
Pará,Setembro,2016,34
Pará,Setembro,2017,34
Pará,Outubro,1998,34
Pará,Outubro,1999,34
Pará,Outubro,2000,34
Pará,Outubro,2001,34
Pará,Outubro,2002,34
Pará,Outubro,2003,34
Pará,Outubro,2004,34
Pará,Outubro,2005,34
Pará,Outubro,2006,34
Pará,Outubro,2007,34
Pará,Outubro,2008,34
Pará,Outubro,2009,34
Pará,Outubro,2010,34
Pará,Outubro,2011,34
Pará,Outubro,2012,35
Pará,Outubro,2013,35
Pará,Outubro,2014,35
Pará,Outubro,2015,35
Pará,Outubro,2016,35
Pará,Outubro,2017,35
Pará,Novembro,1998,35
Pará,Novembro,1999,35
Pará,Novembro,2000,35
Pará,Novembro,2001,35
Pará,Novembro,2002,35
Pará,Novembro,2003,35
Pará,Novembro,2004,35
Pará,Novembro,2005,35
Pará,Novembro,2006,35
Pará,Novembro,2007,35
Pará,Novembro,2008,35
Pará,Novembro,2009,35
Pará,Novembro,2010,35
Pará,Novembro,2011,35
Pará,Novembro,2012,35
Pará,Novembro,2013,35
Pará,Novembro,2014,35
Pará,Novembro,2015,35
Pará,Novembro,2016,35
Pará,Novembro,2017,35
Pará,Dezembro,1998,35
Pará,Dezembro,1999,36
Pará,Dezembro,2000,36
Pará,Dezembro,2001,36
Pará,Dezembro,2002,36
Pará,Dezembro,2003,36
Pará,Dezembro,2004,36
Pará,Dezembro,2005,36
Pará,Dezembro,2006,36
Pará,Dezembro,2007,36
Pará,Dezembro,2008,36
Pará,Dezembro,2009,36
Pará,Dezembro,2010,36
Pará,Dezembro,2011,36
Pará,Dezembro,2012,36
Pará,Dezembro,2013,36
Pará,Dezembro,2014,36
Pará,Dezembro,2015,36
Pará,Dezembro,2016,36
Paraiba,Janeiro,1999,36
Paraiba,Janeiro,2001,36
Paraiba,Janeiro,2002,36
Paraiba,Janeiro,2003,36
Paraiba,Janeiro,2004,36
Paraiba,Janeiro,2005,36
Paraiba,Janeiro,2006,36
Paraiba,Janeiro,2007,36
Paraiba,Janeiro,2008,36
Paraiba,Janeiro,2009,36
Paraiba,Janeiro,2010,36
Paraiba,Janeiro,2011,36
Paraiba,Janeiro,2012,36
Paraiba,Janeiro,2013,36
Paraiba,Janeiro,2014,36
Paraiba,Janeiro,2015,36
Paraiba,Janeiro,2016,37
Paraiba,Janeiro,2017,37
Paraiba,Fevereiro,1999,37
Paraiba,Fevereiro,2000,37
Paraiba,Fevereiro,2001,37
Paraiba,Fevereiro,2002,37
Paraiba,Fevereiro,2003,37
Paraiba,Fevereiro,2004,37
Paraiba,Fevereiro,2005,37
Paraiba,Fevereiro,2006,37
Paraiba,Fevereiro,2007,37
Paraiba,Fevereiro,2008,37
Paraiba,Fevereiro,2009,37
Paraiba,Fevereiro,2010,37
Paraiba,Fevereiro,2011,37
Paraiba,Fevereiro,2012,37
Paraiba,Fevereiro,2013,37
Paraiba,Fevereiro,2014,37
Paraiba,Fevereiro,2015,37
Paraiba,Fevereiro,2016,37
Paraiba,Fevereiro,2017,37
Paraiba,Março,1999,37
Paraiba,Março,2000,37
Paraiba,Março,2002,37
Paraiba,Março,2004,37
Paraiba,Março,2005,37
Paraiba,Março,2006,37
Paraiba,Março,2007,37
Paraiba,Março,2008,37
Paraiba,Março,2009,37
Paraiba,Março,2010,37
Paraiba,Março,2011,37
Paraiba,Março,2012,37
Paraiba,Março,2013,37
Paraiba,Março,2014,37
Paraiba,Março,2015,37
Paraiba,Março,2016,37
Paraiba,Março,2017,38
Paraiba,Abril,1999,38
Paraiba,Abril,2000,38
Paraiba,Abril,2002,38
Paraiba,Abril,2004,38
Paraiba,Abril,2005,38
Paraiba,Abril,2009,38
Paraiba,Abril,2010,38
Paraiba,Abril,2011,38
Paraiba,Abril,2012,38
Paraiba,Abril,2013,38
Paraiba,Abril,2014,38
Paraiba,Abril,2015,38
Paraiba,Abril,2016,38
Paraiba,Abril,2017,38
Paraiba,Maio,2001,38
Paraiba,Maio,2002,38
Paraiba,Maio,2004,38
Paraiba,Maio,2010,38
Paraiba,Maio,2012,38
Paraiba,Maio,2013,38
Paraiba,Maio,2014,38
Paraiba,Maio,2015,38
Paraiba,Maio,2016,38
Paraiba,Maio,2017,39
Paraiba,Junho,1998,39
Paraiba,Junho,1999,39
Paraiba,Junho,2000,39
Paraiba,Junho,2002,39
Paraiba,Junho,2010,39
Paraiba,Junho,2011,39
Paraiba,Junho,2012,39
Paraiba,Junho,2013,39
Paraiba,Junho,2014,39
Paraiba,Junho,2016,39
Paraiba,Julho,1999,39
Paraiba,Julho,2001,39
Paraiba,Julho,2002,39
Paraiba,Julho,2003,39
Paraiba,Julho,2004,39
Paraiba,Julho,2006,39
Paraiba,Julho,2007,39
Paraiba,Julho,2009,39
Paraiba,Julho,2010,39
Paraiba,Julho,2011,39
Paraiba,Julho,2012,39
Paraiba,Julho,2013,39
Paraiba,Julho,2014,40
Paraiba,Julho,2015,40
Paraiba,Julho,2016,40
Paraiba,Julho,2017,40
Paraiba,Agosto,1998,40
Paraiba,Agosto,1999,40
Paraiba,Agosto,2000,40
Paraiba,Agosto,2001,40
Paraiba,Agosto,2002,40
Paraiba,Agosto,2003,40
Paraiba,Agosto,2004,40
Paraiba,Agosto,2006,40
Paraiba,Agosto,2007,40
Paraiba,Agosto,2008,40
Paraiba,Agosto,2009,40
Paraiba,Agosto,2010,40
Paraiba,Agosto,2011,40
Paraiba,Agosto,2012,40
Paraiba,Agosto,2013,40
Paraiba,Agosto,2014,40
Paraiba,Agosto,2015,40
Paraiba,Agosto,2016,40
Paraiba,Agosto,2017,40
Paraiba,Setembro,1998,40
Paraiba,Setembro,1999,41
Paraiba,Setembro,2000,41
Paraiba,Setembro,2001,41
Paraiba,Setembro,2002,41
Paraiba,Setembro,2003,41
Paraiba,Setembro,2004,41
Paraiba,Setembro,2005,41
Paraiba,Setembro,2006,41
Paraiba,Setembro,2007,41
Paraiba,Setembro,2008,41
Paraiba,Setembro,2009,41
Paraiba,Setembro,2010,41
Paraiba,Setembro,2011,41
Paraiba,Setembro,2012,41
Paraiba,Setembro,2013,41
Paraiba,Setembro,2014,41
Paraiba,Setembro,2015,41
Paraiba,Setembro,2016,41
Paraiba,Setembro,2017,41
Paraiba,Outubro,1998,41
Paraiba,Outubro,1999,41
Paraiba,Outubro,2000,41
Paraiba,Outubro,2001,41
Paraiba,Outubro,2002,41
Paraiba,Outubro,2003,41
Paraiba,Outubro,2004,42
Paraiba,Outubro,2005,42
Paraiba,Outubro,2006,42
Paraiba,Outubro,2007,42
Paraiba,Outubro,2008,42
Paraiba,Outubro,2009,42
Paraiba,Outubro,2010,42
Paraiba,Outubro,2011,42
Paraiba,Outubro,2012,42
Paraiba,Outubro,2013,42
Paraiba,Outubro,2014,42
Paraiba,Outubro,2015,42
Paraiba,Outubro,2016,42
Paraiba,Outubro,2017,42
Paraiba,Novembro,1998,42
Paraiba,Novembro,1999,42
Paraiba,Novembro,2000,42
Paraiba,Novembro,2001,42
Paraiba,Novembro,2002,42
Paraiba,Novembro,2003,42
Paraiba,Novembro,2004,42
Paraiba,Novembro,2005,42
Paraiba,Novembro,2006,42
Paraiba,Novembro,2007,42
Paraiba,Novembro,2008,42
Paraiba,Novembro,2009,42
Paraiba,Novembro,2010,42
Paraiba,Novembro,2011,42
Paraiba,Novembro,2012,42
Paraiba,Novembro,2013,42
Paraiba,Novembro,2014,43
Paraiba,Novembro,2015,43
Paraiba,Novembro,2016,43
Paraiba,Novembro,2017,43
Paraiba,Dezembro,1998,43
Paraiba,Dezembro,1999,43
Paraiba,Dezembro,2000,43
Paraiba,Dezembro,2001,43
Paraiba,Dezembro,2002,43
Paraiba,Dezembro,2003,43
Paraiba,Dezembro,2004,43
Paraiba,Dezembro,2005,43
Paraiba,Dezembro,2006,43
Paraiba,Dezembro,2007,43
Paraiba,Dezembro,2008,43
Paraiba,Dezembro,2009,43
Paraiba,Dezembro,2010,43
Paraiba,Dezembro,2011,43
Paraiba,Dezembro,2012,43
Paraiba,Dezembro,2013,43
Paraiba,Dezembro,2014,43
Paraiba,Dezembro,2015,43
Paraiba,Dezembro,2016,43
Paraiba,Janeiro,1999,43
Paraiba,Janeiro,2000,43
Paraiba,Janeiro,2001,44
Paraiba,Janeiro,2002,44
Paraiba,Janeiro,2003,44
Paraiba,Janeiro,2004,44
Paraiba,Janeiro,2005,44
Paraiba,Janeiro,2006,44
Paraiba,Janeiro,2007,44
Paraiba,Janeiro,2008,44
Paraiba,Janeiro,2009,44
Paraiba,Janeiro,2010,44
Paraiba,Janeiro,2011,44
Paraiba,Janeiro,2012,44
Paraiba,Janeiro,2013,44
Paraiba,Janeiro,2014,44
Paraiba,Janeiro,2015,44
Paraiba,Janeiro,2016,44
Paraiba,Janeiro,2017,44
Paraiba,Fevereiro,1999,44
Paraiba,Fevereiro,2000,44
Paraiba,Fevereiro,2001,44
Paraiba,Fevereiro,2002,44
Paraiba,Fevereiro,2003,44
Paraiba,Fevereiro,2004,44
Paraiba,Fevereiro,2005,44
Paraiba,Fevereiro,2006,45
Paraiba,Fevereiro,2007,45
Paraiba,Fevereiro,2008,45
Paraiba,Fevereiro,2009,45
Paraiba,Fevereiro,2010,45
Paraiba,Fevereiro,2011,45
Paraiba,Fevereiro,2012,45
Paraiba,Fevereiro,2013,45
Paraiba,Fevereiro,2014,45
Paraiba,Fevereiro,2015,45
Paraiba,Fevereiro,2016,45
Paraiba,Fevereiro,2017,45
Paraiba,Março,1999,45
Paraiba,Março,2000,45
Paraiba,Março,2001,45
Paraiba,Março,2002,45
Paraiba,Março,2003,45
Paraiba,Março,2004,45
Paraiba,Março,2005,45
Paraiba,Março,2006,45
Paraiba,Março,2007,45
Paraiba,Março,2008,45
Paraiba,Março,2009,45
Paraiba,Março,2010,45
Paraiba,Março,2011,45
Paraiba,Março,2012,45
Paraiba,Março,2013,45
Paraiba,Março,2014,45
Paraiba,Março,2015,46
Paraiba,Março,2016,46
Paraiba,Março,2017,46
Paraiba,Abril,1999,46
Paraiba,Abril,2000,46
Paraiba,Abril,2001,46
Paraiba,Abril,2002,46
Paraiba,Abril,2003,46
Paraiba,Abril,2004,46
Paraiba,Abril,2005,46
Paraiba,Abril,2006,46
Paraiba,Abril,2007,46
Paraiba,Abril,2008,46
Paraiba,Abril,2009,46
Paraiba,Abril,2010,46
Paraiba,Abril,2011,46
Paraiba,Abril,2012,46
Paraiba,Abril,2013,46
Paraiba,Abril,2014,46
Paraiba,Abril,2015,46
Paraiba,Abril,2016,46
Paraiba,Abril,2017,46
Paraiba,Maio,1999,46
Paraiba,Maio,2000,46
Paraiba,Maio,2001,46
Paraiba,Maio,2002,47
Paraiba,Maio,2003,47
Paraiba,Maio,2004,47
Paraiba,Maio,2005,47
Paraiba,Maio,2006,47
Paraiba,Maio,2007,47
Paraiba,Maio,2008,47
Paraiba,Maio,2009,47
Paraiba,Maio,2010,47
Paraiba,Maio,2011,47
Paraiba,Maio,2012,47
Paraiba,Maio,2013,47
Paraiba,Maio,2014,47
Paraiba,Maio,2015,47
Paraiba,Maio,2016,47
Paraiba,Maio,2017,47
Paraiba,Junho,1998,47
Paraiba,Junho,1999,47
Paraiba,Junho,2000,47
Paraiba,Junho,2001,47
Paraiba,Junho,2002,47
Paraiba,Junho,2003,47
Paraiba,Junho,2004,47
Paraiba,Junho,2005,47
Paraiba,Junho,2006,47
Paraiba,Junho,2007,48
Paraiba,Junho,2008,48
Paraiba,Junho,2009,48
Paraiba,Junho,2010,48
Paraiba,Junho,2011,48
Paraiba,Junho,2012,48
Paraiba,Junho,2013,48
Paraiba,Junho,2014,48
Paraiba,Junho,2015,48
Paraiba,Junho,2016,48
Paraiba,Junho,2017,48
Paraiba,Julho,1998,48
Paraiba,Julho,1999,48
Paraiba,Julho,2000,48
Paraiba,Julho,2001,48
Paraiba,Julho,2002,48
Paraiba,Julho,2003,48
Paraiba,Julho,2004,48
Paraiba,Julho,2005,48
Paraiba,Julho,2006,48
Paraiba,Julho,2007,49
Paraiba,Julho,2008,49
Paraiba,Julho,2009,49
Paraiba,Julho,2010,49
Paraiba,Julho,2011,49
Paraiba,Julho,2012,49
Paraiba,Julho,2013,49
Paraiba,Julho,2014,49
Paraiba,Julho,2015,49
Paraiba,Julho,2016,49
Paraiba,Julho,2017,49
Paraiba,Agosto,1998,49
Paraiba,Agosto,1999,49
Paraiba,Agosto,2000,49
Paraiba,Agosto,2001,49
Paraiba,Agosto,2002,49
Paraiba,Agosto,2003,49
Paraiba,Agosto,2004,49
Paraiba,Agosto,2005,49
Paraiba,Agosto,2006,49
Paraiba,Agosto,2007,49
Paraiba,Agosto,2008,50
Paraiba,Agosto,2009,50
Paraiba,Agosto,2010,50
Paraiba,Agosto,2011,50
Paraiba,Agosto,2012,50
Paraiba,Agosto,2013,50
Paraiba,Agosto,2014,50
Paraiba,Agosto,2015,50
Paraiba,Agosto,2016,50
Paraiba,Agosto,2017,50
Paraiba,Setembro,1998,50
Paraiba,Setembro,1999,50
Paraiba,Setembro,2000,50
Paraiba,Setembro,2001,50
Paraiba,Setembro,2002,50
Paraiba,Setembro,2003,50
Paraiba,Setembro,2004,50
Paraiba,Setembro,2005,50
Paraiba,Setembro,2006,50
Paraiba,Setembro,2007,50
Paraiba,Setembro,2008,50
Paraiba,Setembro,2009,50
Paraiba,Setembro,2010,51
Paraiba,Setembro,2011,51
Paraiba,Setembro,2012,51
Paraiba,Setembro,2013,51
Paraiba,Setembro,2014,51
Paraiba,Setembro,2015,51
Paraiba,Setembro,2016,51
Paraiba,Setembro,2017,51
Paraiba,Outubro,1998,51
Paraiba,Outubro,1999,51
Paraiba,Outubro,2000,51
Paraiba,Outubro,2001,51
Paraiba,Outubro,2002,51
Paraiba,Outubro,2003,51
Paraiba,Outubro,2004,51
Paraiba,Outubro,2005,52
Paraiba,Outubro,2006,52
Paraiba,Outubro,2007,52
Paraiba,Outubro,2008,52
Paraiba,Outubro,2009,52
Paraiba,Outubro,2010,52
Paraiba,Outubro,2011,52
Paraiba,Outubro,2012,52
Paraiba,Outubro,2013,52
Paraiba,Outubro,2014,52
Paraiba,Outubro,2015,52
Paraiba,Outubro,2016,52
Paraiba,Outubro,2017,52
Paraiba,Novembro,1998,52
Paraiba,Novembro,1999,52
Paraiba,Novembro,2000,52
Paraiba,Novembro,2001,52
Paraiba,Novembro,2002,52
Paraiba,Novembro,2003,52
Paraiba,Novembro,2004,52
Paraiba,Novembro,2005,53
Paraiba,Novembro,2006,53
Paraiba,Novembro,2007,53
Paraiba,Novembro,2008,53
Paraiba,Novembro,2009,53
Paraiba,Novembro,2010,53
Paraiba,Novembro,2011,53
Paraiba,Novembro,2012,53
Paraiba,Novembro,2013,53
Paraiba,Novembro,2014,53
Paraiba,Novembro,2015,53
Paraiba,Novembro,2016,53
Paraiba,Novembro,2017,53
Paraiba,Dezembro,1998,53
